OA,UV6040001,UV6040002,UV6040003,UV6040004,UV6040005
S00155912,36.0,1.0,6.0,27.0,0.0
S00155913,71.0,1.0,11.0,51.0,8.0
S00155914,67.0,4.0,16.0,37.0,7.0
S00155915,69.0,5.0,18.0,42.0,3.0
S00155916,59.0,3.0,10.0,40.0,6.0
S00155917,25.0,1.0,6.0,13.0,3.0
S00155918,57.0,3.0,7.0,35.0,12.0
S00155919,39.0,5.0,8.0,22.0,4.0
S00155920,69.0,7.0,15.0,42.0,7.0
S00155921,56.0,3.0,8.0,37.0,2.0
S00155922,21.0,0.0,7.0,12.0,0.0
S00155923,79.0,2.0,14.0,54.0,9.0
S00155924,47.0,2.0,8.0,31.0,6.0
S00155925,48.0,5.0,9.0,33.0,5.0
S00155926,41.0,4.0,8.0,28.0,3.0
S00155927,51.0,0.0,7.0,39.0,5.0
S00155928,23.0,4.0,4.0,14.0,1.0
S00155929,48.0,3.0,8.0,31.0,3.0
S00155930,43.0,3.0,7.0,30.0,3.0
S00155931,42.0,2.0,8.0,28.0,4.0
S00155932,42.0,2.0,10.0,24.0,4.0
S00155933,28.0,3.0,6.0,20.0,0.0
S00155934,88.0,3.0,12.0,59.0,11.0
S00155935,64.0,5.0,8.0,40.0,11.0
S00155936,62.0,2.0,11.0,45.0,4.0
S00155937,39.0,4.0,10.0,26.0,4.0
S00155938,53.0,1.0,12.0,33.0,5.0
S00155939,45.0,5.0,9.0,30.0,0.0
S00155940,11.0,1.0,2.0,6.0,1.0
S00155941,61.0,2.0,8.0,46.0,6.0
S00155942,49.0,3.0,11.0,30.0,5.0
S00155943,54.0,1.0,18.0,33.0,6.0
S00155944,74.0,2.0,10.0,55.0,3.0
S00155945,67.0,5.0,14.0,44.0,1.0
S00155946,56.0,3.0,13.0,33.0,7.0
S00155947,68.0,3.0,11.0,45.0,10.0
S00155948,46.0,2.0,6.0,27.0,9.0
S00155949,77.0,3.0,18.0,52.0,8.0
S00155950,52.0,3.0,9.0,36.0,4.0
S00155951,60.0,2.0,14.0,41.0,2.0
S00155952,39.0,2.0,5.0,27.0,2.0
S00155953,58.0,7.0,9.0,36.0,5.0
S00155954,38.0,4.0,11.0,19.0,4.0
S00155955,43.0,5.0,8.0,28.0,2.0
S00155956,76.0,6.0,6.0,54.0,10.0
S00155957,87.0,4.0,10.0,61.0,9.0
S00155958,57.0,3.0,8.0,40.0,8.0
S00155959,31.0,1.0,4.0,20.0,1.0
S00155960,98.0,6.0,10.0,76.0,6.0
S00155961,46.0,4.0,6.0,36.0,2.0
S00155962,70.0,1.0,14.0,44.0,7.0
S00155963,50.0,5.0,7.0,29.0,9.0
S00155964,53.0,2.0,22.0,28.0,2.0
S00155965,125.0,0.0,19.0,92.0,16.0
S00155966,55.0,2.0,11.0,31.0,6.0
S00155967,71.0,4.0,22.0,41.0,2.0
S00155968,71.0,8.0,8.0,48.0,7.0
S00155969,79.0,0.0,17.0,57.0,8.0
S00155970,81.0,8.0,14.0,54.0,5.0
S00155971,68.0,2.0,8.0,55.0,5.0
S00155972,31.0,4.0,6.0,18.0,1.0
S00155973,50.0,0.0,6.0,41.0,4.0
S00155974,56.0,4.0,10.0,38.0,4.0
S00155975,42.0,4.0,8.0,27.0,3.0
S00155976,64.0,1.0,12.0,48.0,3.0
S00155977,85.0,6.0,14.0,57.0,8.0
S00155978,89.0,7.0,12.0,63.0,7.0
S00155979,61.0,1.0,6.0,47.0,7.0
S00155980,62.0,2.0,15.0,40.0,4.0
S00155981,51.0,0.0,3.0,39.0,4.0
S00155982,75.0,4.0,18.0,46.0,7.0
S00155983,53.0,1.0,10.0,41.0,1.0
S00155984,37.0,1.0,4.0,25.0,6.0
S00155985,38.0,1.0,9.0,24.0,3.0
S00155986,83.0,7.0,20.0,48.0,7.0
S00155987,124.0,9.0,16.0,92.0,8.0
S00155988,84.0,7.0,16.0,54.0,9.0
S00155989,28.0,1.0,5.0,24.0,0.0
S00155990,62.0,7.0,22.0,26.0,5.0
S00155991,83.0,7.0,8.0,57.0,7.0
S00155992,80.0,2.0,16.0,58.0,4.0
S00155993,76.0,4.0,14.0,48.0,9.0
S00155994,67.0,1.0,15.0,47.0,4.0
S00155995,54.0,2.0,12.0,38.0,2.0
S00155996,80.0,6.0,17.0,50.0,11.0
S00155997,35.0,5.0,6.0,23.0,2.0
S00155998,75.0,7.0,20.0,43.0,5.0
S00155999,64.0,3.0,9.0,45.0,7.0
S00156000,86.0,4.0,12.0,56.0,14.0
S00156001,88.0,3.0,24.0,55.0,7.0
S00156002,27.0,1.0,6.0,18.0,1.0
S00156003,33.0,0.0,9.0,18.0,2.0
S00156004,24.0,0.0,5.0,14.0,4.0
S00156005,47.0,3.0,8.0,26.0,9.0
S00156006,64.0,4.0,14.0,41.0,5.0
S00156007,53.0,5.0,5.0,35.0,6.0
S00156008,118.0,7.0,22.0,81.0,10.0
S00156009,136.0,10.0,26.0,97.0,7.0
S00156010,33.0,2.0,10.0,20.0,1.0
S00156011,62.0,3.0,7.0,37.0,13.0
S00156012,65.0,2.0,9.0,44.0,11.0
S00156013,51.0,6.0,14.0,31.0,0.0
S00156014,55.0,8.0,8.0,36.0,6.0
S00156015,40.0,0.0,14.0,23.0,1.0
S00156016,64.0,4.0,16.0,37.0,12.0
S00156017,148.0,2.0,28.0,102.0,19.0
S00156018,60.0,5.0,7.0,41.0,7.0
S00156019,49.0,3.0,13.0,25.0,7.0
S00156020,55.0,4.0,13.0,37.0,1.0
S00156021,55.0,2.0,13.0,33.0,4.0
S00156022,39.0,0.0,14.0,23.0,1.0
S00156023,73.0,4.0,16.0,48.0,5.0
S00156024,52.0,4.0,8.0,33.0,7.0
S00156025,32.0,4.0,7.0,21.0,1.0
S00156026,81.0,7.0,17.0,48.0,12.0
S00156027,77.0,7.0,8.0,55.0,5.0
S00156028,41.0,7.0,9.0,24.0,1.0
S00156029,53.0,1.0,5.0,38.0,6.0
S00156030,58.0,4.0,11.0,39.0,4.0
S00156031,80.0,1.0,18.0,57.0,4.0
S00156032,62.0,4.0,7.0,46.0,3.0
S00156033,89.0,10.0,21.0,47.0,12.0
S00156034,51.0,1.0,8.0,38.0,4.0
S00156035,46.0,0.0,9.0,28.0,3.0
S00156036,40.0,0.0,12.0,27.0,0.0
S00156037,81.0,2.0,18.0,50.0,11.0
S00156038,57.0,7.0,16.0,32.0,4.0
S00156039,60.0,4.0,7.0,41.0,9.0
S00156040,49.0,2.0,18.0,26.0,3.0
S00156041,33.0,0.0,11.0,16.0,4.0
S00156042,45.0,4.0,11.0,25.0,5.0
S00156043,79.0,3.0,11.0,58.0,9.0
S00156044,53.0,3.0,7.0,38.0,5.0
S00156045,99.0,6.0,17.0,66.0,13.0
S00156046,17.0,0.0,5.0,9.0,4.0
S00156047,136.0,7.0,24.0,92.0,13.0
S00156048,26.0,3.0,9.0,10.0,4.0
S00156049,54.0,1.0,7.0,40.0,4.0
S00156050,98.0,4.0,23.0,62.0,6.0
S00156051,28.0,0.0,4.0,18.0,3.0
S00156052,25.0,2.0,4.0,14.0,5.0
S00156053,41.0,2.0,12.0,28.0,3.0
S00156054,84.0,8.0,19.0,47.0,10.0
S00156055,87.0,0.0,19.0,59.0,6.0
S00156056,55.0,2.0,6.0,40.0,1.0
S00156057,57.0,3.0,11.0,41.0,3.0
S00156058,133.0,3.0,18.0,91.0,17.0
S00156059,56.0,7.0,18.0,25.0,7.0
S00156060,54.0,3.0,12.0,35.0,2.0
S00156061,56.0,3.0,7.0,32.0,14.0
S00156062,117.0,3.0,21.0,82.0,13.0
S00156063,61.0,6.0,9.0,43.0,3.0
S00156064,87.0,9.0,15.0,64.0,4.0
S00156065,83.0,5.0,14.0,56.0,6.0
S00156066,65.0,4.0,16.0,33.0,8.0
S00156067,43.0,2.0,9.0,27.0,5.0
S00156068,61.0,4.0,13.0,41.0,2.0
S00156069,50.0,3.0,9.0,33.0,5.0
S00156070,34.0,0.0,5.0,26.0,1.0
S00156071,51.0,1.0,16.0,32.0,2.0
S00156072,42.0,6.0,10.0,25.0,3.0
S00156073,45.0,5.0,11.0,21.0,10.0
S00156074,49.0,2.0,4.0,37.0,1.0
S00156075,37.0,3.0,9.0,27.0,3.0
S00156076,62.0,2.0,8.0,49.0,2.0
S00156077,102.0,12.0,14.0,72.0,8.0
S00156078,80.0,9.0,30.0,37.0,4.0
S00156079,77.0,4.0,18.0,46.0,7.0
S00156080,79.0,1.0,20.0,46.0,9.0
S00156081,25.0,0.0,8.0,15.0,1.0
S00156082,67.0,1.0,13.0,50.0,2.0
S00156083,127.0,6.0,16.0,96.0,9.0
S00156084,63.0,1.0,18.0,39.0,6.0
S00156085,44.0,6.0,13.0,21.0,7.0
S00156086,84.0,0.0,15.0,62.0,8.0
S00156087,34.0,1.0,3.0,27.0,3.0
S00156088,73.0,3.0,12.0,55.0,3.0
S00156089,72.0,5.0,17.0,43.0,8.0
S00156090,68.0,6.0,18.0,36.0,8.0
S00156091,49.0,2.0,8.0,33.0,5.0
S00156092,55.0,6.0,13.0,32.0,7.0
S00156093,61.0,2.0,17.0,36.0,6.0
S00156094,58.0,4.0,8.0,41.0,4.0
S00156095,50.0,3.0,16.0,28.0,1.0
S00156096,39.0,1.0,8.0,28.0,2.0
S00156097,65.0,8.0,7.0,43.0,2.0
S00156098,46.0,2.0,14.0,28.0,2.0
S00156099,37.0,5.0,11.0,15.0,6.0
S00156100,53.0,7.0,9.0,35.0,2.0
S00156101,79.0,8.0,17.0,46.0,5.0
S00156102,46.0,5.0,7.0,28.0,2.0
S00156103,20.0,0.0,8.0,8.0,2.0
S00156104,64.0,5.0,12.0,36.0,11.0
S00156105,103.0,4.0,19.0,70.0,10.0
S00156106,61.0,0.0,6.0,45.0,5.0
S00156107,75.0,8.0,19.0,43.0,8.0
S00156108,56.0,0.0,3.0,41.0,11.0
S00156109,50.0,3.0,10.0,31.0,5.0
S00156110,59.0,4.0,14.0,36.0,4.0
S00156111,51.0,6.0,18.0,21.0,7.0
S00156112,30.0,0.0,5.0,22.0,0.0
S00156113,49.0,4.0,6.0,32.0,7.0
S00156114,75.0,6.0,14.0,51.0,6.0
S00156115,42.0,4.0,8.0,26.0,4.0
S00156116,52.0,7.0,11.0,31.0,3.0
S00156117,31.0,1.0,6.0,19.0,5.0
S00156118,32.0,2.0,8.0,21.0,1.0
S00156119,25.0,0.0,1.0,16.0,6.0
S00156120,40.0,1.0,5.0,30.0,1.0
S00156121,20.0,2.0,6.0,12.0,0.0
S00156122,76.0,3.0,16.0,52.0,8.0
S00156123,73.0,6.0,21.0,42.0,3.0
S00156124,58.0,8.0,6.0,35.0,6.0
S00156125,46.0,9.0,7.0,27.0,3.0
S00156126,113.0,6.0,25.0,70.0,9.0
S00156127,55.0,8.0,14.0,28.0,8.0
S00156128,79.0,11.0,13.0,51.0,5.0
S00156129,76.0,5.0,11.0,57.0,3.0
S00156130,53.0,2.0,6.0,42.0,3.0
S00156131,59.0,6.0,13.0,37.0,4.0
S00156132,64.0,8.0,12.0,38.0,8.0
S00156133,40.0,3.0,5.0,27.0,6.0
S00156134,64.0,7.0,13.0,39.0,5.0
S00156135,78.0,4.0,17.0,53.0,7.0
S00156136,74.0,3.0,13.0,56.0,5.0
S00156137,52.0,4.0,8.0,26.0,13.0
S00156138,73.0,2.0,20.0,46.0,4.0
S00156139,75.0,7.0,16.0,48.0,5.0
S00156140,52.0,4.0,11.0,32.0,5.0
S00156141,19.0,0.0,6.0,4.0,3.0
S00156142,78.0,0.0,15.0,52.0,9.0
S00156143,75.0,1.0,13.0,58.0,3.0
S00156144,95.0,7.0,13.0,62.0,13.0
S00156145,55.0,2.0,8.0,41.0,4.0
S00156146,67.0,3.0,21.0,41.0,5.0
S00156147,41.0,3.0,8.0,27.0,3.0
S00156148,49.0,2.0,9.0,30.0,7.0
S00156149,58.0,2.0,7.0,42.0,10.0
S00156150,32.0,0.0,4.0,26.0,1.0
S00156151,83.0,2.0,19.0,55.0,4.0
S00156152,56.0,4.0,13.0,32.0,8.0
S00156153,85.0,5.0,15.0,51.0,15.0
S00156154,35.0,1.0,10.0,20.0,2.0
S00156155,35.0,1.0,11.0,20.0,3.0
S00156156,61.0,1.0,14.0,42.0,4.0
S00156157,40.0,0.0,8.0,23.0,8.0
S00156158,47.0,1.0,16.0,23.0,5.0
S00156159,43.0,1.0,1.0,36.0,4.0
S00156160,31.0,4.0,5.0,19.0,4.0
S00156161,84.0,5.0,21.0,54.0,5.0
S00156162,54.0,5.0,12.0,37.0,3.0
S00156163,92.0,4.0,18.0,64.0,6.0
S00156164,55.0,4.0,18.0,34.0,7.0
S00156165,46.0,1.0,18.0,29.0,6.0
S00156166,53.0,3.0,10.0,38.0,2.0
S00156167,114.0,3.0,16.0,77.0,18.0
S00156168,69.0,6.0,11.0,42.0,7.0
S00156169,49.0,1.0,10.0,34.0,6.0
S00156170,57.0,4.0,18.0,33.0,1.0
S00156171,60.0,6.0,20.0,32.0,3.0
S00156172,61.0,11.0,12.0,33.0,5.0
S00156173,38.0,2.0,8.0,26.0,2.0
S00156174,109.0,10.0,25.0,65.0,11.0
S00156175,30.0,1.0,5.0,19.0,1.0
S00156176,52.0,1.0,16.0,27.0,3.0
S00156177,23.0,3.0,3.0,18.0,0.0
S00156178,30.0,2.0,7.0,18.0,3.0
S00156179,80.0,1.0,18.0,54.0,7.0
S00156180,54.0,6.0,14.0,27.0,7.0
S00156181,39.0,4.0,11.0,22.0,2.0
S00156182,55.0,4.0,11.0,32.0,8.0
S00156183,29.0,2.0,7.0,24.0,0.0
S00156184,42.0,5.0,9.0,26.0,5.0
S00156185,68.0,6.0,18.0,42.0,2.0
S00156186,34.0,6.0,0.0,23.0,3.0
S00156187,66.0,8.0,15.0,38.0,7.0
S00156188,51.0,5.0,12.0,29.0,4.0
S00156189,71.0,7.0,15.0,43.0,6.0
S00156190,43.0,2.0,13.0,30.0,0.0
S00156191,39.0,3.0,7.0,21.0,2.0
S00156192,53.0,8.0,12.0,30.0,3.0
S00156193,60.0,6.0,13.0,37.0,5.0
S00156194,45.0,3.0,9.0,32.0,5.0
S00156195,37.0,3.0,9.0,24.0,1.0
S00156196,36.0,1.0,5.0,23.0,4.0
S00156197,64.0,6.0,10.0,41.0,6.0
S00156198,67.0,3.0,13.0,42.0,1.0
S00156199,49.0,8.0,15.0,18.0,7.0
S00156200,27.0,4.0,2.0,20.0,2.0
S00156201,71.0,3.0,22.0,40.0,6.0
S00156202,51.0,4.0,11.0,35.0,4.0
S00156203,86.0,2.0,21.0,57.0,9.0
S00156204,71.0,2.0,9.0,55.0,2.0
S00156205,117.0,14.0,18.0,75.0,10.0
S00156206,30.0,5.0,7.0,17.0,4.0
S00156207,51.0,6.0,3.0,31.0,11.0
S00156208,66.0,5.0,12.0,43.0,6.0
S00156209,59.0,2.0,12.0,35.0,7.0
S00156210,69.0,7.0,19.0,40.0,3.0
S00156211,49.0,5.0,3.0,35.0,2.0
S00156212,69.0,6.0,16.0,41.0,6.0
S00156213,42.0,5.0,10.0,29.0,1.0
S00156214,22.0,2.0,2.0,18.0,0.0
S00156215,35.0,7.0,8.0,20.0,2.0
S00156216,57.0,5.0,10.0,34.0,8.0
S00156217,73.0,0.0,8.0,57.0,6.0
S00156218,48.0,3.0,7.0,33.0,5.0
S00156219,44.0,0.0,8.0,32.0,3.0
S00156220,63.0,7.0,14.0,41.0,1.0
S00156221,54.0,9.0,13.0,30.0,1.0
S00156222,66.0,5.0,14.0,39.0,8.0
S00156223,53.0,9.0,13.0,23.0,5.0
S00156224,58.0,4.0,20.0,29.0,5.0
S00156225,55.0,6.0,10.0,32.0,7.0
S00156226,52.0,3.0,15.0,33.0,3.0
S00156227,52.0,5.0,13.0,32.0,3.0
S00156228,114.0,10.0,13.0,76.0,15.0
S00156229,37.0,5.0,7.0,21.0,3.0
S00156230,49.0,3.0,12.0,26.0,3.0
S00156231,40.0,2.0,9.0,23.0,2.0
S00156232,34.0,0.0,12.0,18.0,4.0
S00156233,38.0,0.0,10.0,25.0,3.0
S00156234,84.0,1.0,17.0,55.0,8.0
S00156235,30.0,2.0,7.0,18.0,3.0
S00156236,58.0,6.0,12.0,36.0,4.0
S00156237,30.0,4.0,6.0,21.0,2.0
S00156238,60.0,3.0,13.0,42.0,4.0
S00156239,40.0,5.0,6.0,28.0,1.0
S00156240,66.0,4.0,24.0,38.0,3.0
S00156241,57.0,5.0,12.0,31.0,6.0
S00156242,41.0,6.0,10.0,24.0,3.0
S00156243,72.0,8.0,10.0,51.0,6.0
S00156244,26.0,4.0,5.0,20.0,2.0
S00156245,45.0,6.0,9.0,26.0,4.0
S00156246,39.0,2.0,8.0,29.0,1.0
S00156247,58.0,3.0,9.0,33.0,6.0
S00156248,39.0,7.0,8.0,24.0,1.0
S00156249,131.0,5.0,28.0,88.0,10.0
S00156250,31.0,1.0,6.0,24.0,0.0
S00156251,38.0,2.0,13.0,21.0,1.0
S00156252,40.0,4.0,12.0,22.0,2.0
S00156253,60.0,1.0,15.0,43.0,1.0
S00156254,68.0,4.0,14.0,45.0,5.0
S00156255,24.0,0.0,3.0,17.0,1.0
S00156256,46.0,3.0,8.0,32.0,1.0
S00156257,57.0,3.0,10.0,37.0,3.0
S00156258,66.0,4.0,12.0,43.0,7.0
S00156259,53.0,2.0,16.0,33.0,6.0
S00156260,27.0,6.0,6.0,14.0,1.0
S00156261,28.0,1.0,14.0,11.0,3.0
S00156262,60.0,7.0,14.0,30.0,11.0
S00156263,60.0,2.0,18.0,36.0,3.0
S00156264,55.0,4.0,8.0,35.0,8.0
S00156265,41.0,6.0,9.0,23.0,7.0
S00156266,79.0,6.0,12.0,46.0,15.0
S00156267,42.0,3.0,12.0,25.0,7.0
S00156268,43.0,5.0,17.0,27.0,0.0
S00156269,28.0,3.0,12.0,13.0,1.0
S00156270,54.0,2.0,13.0,32.0,3.0
S00156271,36.0,2.0,10.0,24.0,0.0
S00156272,54.0,5.0,11.0,32.0,6.0
S00156273,43.0,2.0,8.0,30.0,3.0
S00156274,46.0,4.0,8.0,30.0,6.0
S00156275,76.0,5.0,23.0,41.0,8.0
S00156276,39.0,0.0,10.0,26.0,5.0
S00156277,43.0,1.0,7.0,28.0,6.0
S00156278,32.0,4.0,7.0,22.0,1.0
S00156279,63.0,4.0,12.0,43.0,7.0
S00156280,52.0,3.0,12.0,31.0,6.0
S00156281,73.0,5.0,14.0,49.0,5.0
S00156282,48.0,5.0,13.0,29.0,7.0
S00156283,101.0,14.0,18.0,67.0,5.0
S00156284,70.0,7.0,11.0,44.0,7.0
S00156285,36.0,1.0,7.0,25.0,5.0
S00156286,69.0,6.0,14.0,47.0,3.0
S00156287,43.0,4.0,11.0,26.0,3.0
S00156288,38.0,1.0,8.0,27.0,3.0
S00156289,45.0,3.0,12.0,25.0,2.0
S00156290,85.0,4.0,20.0,47.0,13.0
S00156291,95.0,5.0,23.0,58.0,6.0
S00156292,39.0,2.0,8.0,27.0,2.0
S00156293,36.0,2.0,6.0,28.0,0.0
S00156294,94.0,9.0,20.0,56.0,9.0
S00156295,57.0,1.0,11.0,43.0,4.0
S00156296,56.0,3.0,12.0,33.0,7.0
S00156297,48.0,3.0,11.0,28.0,2.0
S00156298,84.0,4.0,17.0,60.0,2.0
S00156299,49.0,2.0,14.0,31.0,4.0
S00156300,82.0,7.0,19.0,52.0,2.0
S00156301,73.0,6.0,9.0,47.0,9.0
S00156302,48.0,5.0,8.0,32.0,4.0
S00156303,47.0,5.0,6.0,29.0,4.0
S00156304,79.0,7.0,22.0,41.0,7.0
S00156305,47.0,0.0,8.0,34.0,3.0
S00156306,42.0,5.0,4.0,23.0,11.0
S00156307,82.0,7.0,18.0,52.0,8.0
S00156308,133.0,11.0,23.0,92.0,9.0
S00156309,53.0,5.0,8.0,32.0,3.0
S00156310,82.0,5.0,17.0,50.0,9.0
S00156311,33.0,3.0,7.0,23.0,0.0
S00156312,51.0,4.0,11.0,32.0,4.0
S00156313,45.0,3.0,10.0,30.0,0.0
S00156314,44.0,3.0,5.0,30.0,7.0
S00156315,106.0,13.0,28.0,64.0,2.0
S00156316,59.0,0.0,15.0,37.0,7.0
S00156317,59.0,4.0,19.0,32.0,4.0
S00156318,60.0,4.0,15.0,37.0,5.0
S00156319,44.0,4.0,10.0,23.0,5.0
S00156320,59.0,7.0,10.0,32.0,10.0
S00156321,39.0,4.0,11.0,22.0,0.0
S00156322,101.0,4.0,20.0,68.0,13.0
S00156323,70.0,4.0,9.0,49.0,7.0
S00156324,30.0,1.0,7.0,18.0,6.0
S00156325,96.0,6.0,29.0,50.0,10.0
S00156326,69.0,4.0,16.0,44.0,3.0
S00156327,136.0,8.0,28.0,97.0,7.0
S00156328,56.0,1.0,11.0,37.0,5.0
S00156329,35.0,0.0,7.0,26.0,1.0
S00156330,125.0,6.0,33.0,71.0,16.0
S00156331,30.0,4.0,7.0,17.0,1.0
S00156332,34.0,2.0,13.0,17.0,2.0
S00156333,54.0,6.0,12.0,33.0,3.0
S00156334,40.0,8.0,7.0,23.0,2.0
S00156335,68.0,1.0,10.0,48.0,9.0
S00156336,33.0,5.0,4.0,21.0,1.0
S00156337,55.0,5.0,11.0,39.0,2.0
S00156338,71.0,4.0,18.0,46.0,3.0
S00156339,44.0,9.0,8.0,26.0,4.0
S00156340,46.0,0.0,7.0,34.0,3.0
S00156341,100.0,14.0,29.0,61.0,3.0
S00156342,123.0,2.0,17.0,87.0,15.0
S00156343,74.0,6.0,17.0,44.0,4.0
S00156344,55.0,5.0,12.0,36.0,2.0
S00156345,91.0,7.0,23.0,55.0,9.0
S00156346,58.0,4.0,16.0,29.0,11.0
S00156347,51.0,7.0,7.0,33.0,4.0
S00156348,94.0,6.0,14.0,67.0,7.0
S00156349,47.0,1.0,8.0,35.0,3.0
S00156350,58.0,7.0,13.0,35.0,3.0
S00156351,59.0,6.0,15.0,32.0,9.0
S00156352,73.0,2.0,15.0,53.0,3.0
S00156353,55.0,3.0,9.0,40.0,3.0
S00156354,54.0,5.0,7.0,32.0,6.0
S00156355,60.0,1.0,17.0,37.0,5.0
S00156356,51.0,2.0,9.0,35.0,5.0
S00156357,40.0,1.0,7.0,28.0,4.0
S00156358,86.0,4.0,22.0,53.0,4.0
S00156359,111.0,5.0,29.0,68.0,9.0
S00156360,81.0,1.0,19.0,57.0,7.0
S00156361,70.0,6.0,16.0,44.0,6.0
S00156362,75.0,4.0,19.0,42.0,10.0
S00156363,101.0,11.0,12.0,63.0,15.0
S00156364,74.0,4.0,11.0,51.0,4.0
S00156365,43.0,4.0,8.0,25.0,6.0
S00156366,35.0,3.0,4.0,25.0,2.0
S00156367,53.0,7.0,10.0,35.0,5.0
S00156368,58.0,4.0,13.0,29.0,10.0
S00156369,52.0,6.0,18.0,29.0,4.0
S00156370,80.0,4.0,14.0,55.0,6.0
S00156371,99.0,2.0,18.0,68.0,11.0
S00156372,77.0,8.0,12.0,52.0,5.0
S00156373,96.0,2.0,23.0,58.0,13.0
S00156374,77.0,6.0,12.0,49.0,7.0
S00156375,19.0,1.0,5.0,15.0,1.0
S00156376,84.0,5.0,13.0,61.0,5.0
S00156377,83.0,6.0,12.0,53.0,12.0
S00156378,31.0,2.0,4.0,22.0,1.0
S00156379,101.0,6.0,14.0,70.0,11.0
S00156380,48.0,2.0,5.0,34.0,3.0
S00156381,49.0,4.0,8.0,33.0,4.0
S00156382,30.0,4.0,3.0,19.0,3.0
S00156383,38.0,2.0,4.0,31.0,0.0
S00156384,96.0,4.0,22.0,62.0,8.0
S00156385,45.0,2.0,12.0,32.0,0.0
S00156386,51.0,10.0,15.0,22.0,4.0
S00156387,68.0,4.0,9.0,56.0,2.0
S00156388,28.0,5.0,10.0,10.0,3.0
S00156389,31.0,1.0,11.0,19.0,3.0
S00156390,79.0,7.0,16.0,49.0,6.0
S00156391,103.0,8.0,14.0,79.0,6.0
S00156392,65.0,2.0,24.0,36.0,3.0
S00156393,119.0,6.0,22.0,88.0,5.0
S00156394,103.0,12.0,15.0,72.0,6.0
S00156395,56.0,7.0,12.0,33.0,1.0
S00156396,31.0,0.0,8.0,20.0,2.0
S00156397,46.0,4.0,12.0,30.0,3.0
S00156398,27.0,1.0,7.0,16.0,3.0
S00156399,45.0,5.0,9.0,27.0,4.0
S00156400,57.0,4.0,15.0,33.0,5.0
S00156401,63.0,7.0,16.0,34.0,6.0
S00156402,63.0,3.0,14.0,40.0,4.0
S00156403,68.0,5.0,13.0,46.0,6.0
S00156404,47.0,7.0,11.0,25.0,4.0
S00156405,39.0,7.0,8.0,23.0,3.0
S00156406,47.0,2.0,8.0,36.0,1.0
S00156407,67.0,4.0,10.0,47.0,3.0
S00156408,73.0,4.0,11.0,51.0,7.0
S00156409,41.0,2.0,10.0,21.0,5.0
S00156410,46.0,5.0,8.0,28.0,7.0
S00156411,37.0,4.0,4.0,25.0,5.0
S00156412,127.0,6.0,25.0,82.0,14.0
S00156413,60.0,2.0,13.0,35.0,6.0
S00156414,107.0,6.0,21.0,68.0,11.0
S00156415,84.0,3.0,16.0,64.0,5.0
S00156416,42.0,2.0,9.0,28.0,3.0
S00156417,41.0,9.0,12.0,23.0,0.0
S00156418,157.0,6.0,20.0,105.0,27.0
S00156419,46.0,4.0,10.0,26.0,7.0
S00156420,64.0,4.0,14.0,41.0,7.0
S00156421,81.0,3.0,10.0,57.0,11.0
S00156422,107.0,10.0,17.0,67.0,10.0
S00156423,80.0,3.0,14.0,56.0,7.0
S00156424,60.0,2.0,16.0,38.0,4.0
S00156425,116.0,2.0,12.0,97.0,7.0
S00156426,84.0,3.0,7.0,65.0,8.0
S00156427,65.0,3.0,5.0,50.0,6.0
S00156428,55.0,5.0,4.0,41.0,5.0
S00156429,74.0,10.0,16.0,39.0,9.0
S00156430,130.0,11.0,25.0,86.0,10.0
S00156431,58.0,7.0,11.0,37.0,3.0
S00156432,59.0,5.0,17.0,29.0,8.0
S00156433,37.0,0.0,7.0,30.0,3.0
S00156434,91.0,7.0,14.0,56.0,13.0
S00156435,41.0,1.0,5.0,31.0,2.0
S00156436,75.0,1.0,7.0,56.0,13.0
S00156437,90.0,1.0,23.0,61.0,5.0
S00156438,84.0,2.0,9.0,64.0,5.0
S00156439,100.0,9.0,15.0,71.0,6.0
S00156440,71.0,3.0,11.0,48.0,9.0
S00156441,78.0,1.0,11.0,60.0,7.0
S00156442,28.0,5.0,8.0,12.0,3.0
S00156443,117.0,8.0,20.0,75.0,11.0
S00156444,46.0,1.0,2.0,34.0,7.0
S00156445,37.0,3.0,12.0,17.0,4.0
S00156446,67.0,2.0,8.0,50.0,3.0
S00156447,28.0,1.0,2.0,22.0,8.0
S00156448,50.0,3.0,12.0,34.0,0.0
S00156449,75.0,5.0,16.0,48.0,7.0
S00156450,37.0,5.0,6.0,22.0,2.0
S00156451,144.0,11.0,23.0,105.0,9.0
S00156452,95.0,8.0,6.0,73.0,10.0
S00156453,75.0,5.0,16.0,43.0,11.0
S00156454,94.0,6.0,14.0,65.0,6.0
S00156455,51.0,6.0,10.0,29.0,7.0
S00156456,60.0,2.0,15.0,35.0,8.0
S00156457,43.0,7.0,8.0,24.0,6.0
S00156458,85.0,7.0,13.0,57.0,8.0
S00156459,84.0,7.0,15.0,50.0,11.0
S00156460,40.0,5.0,13.0,21.0,3.0
S00156461,139.0,2.0,23.0,89.0,17.0
S00156462,45.0,0.0,10.0,26.0,5.0
S00156463,101.0,4.0,17.0,73.0,9.0
S00156464,79.0,7.0,11.0,52.0,6.0
S00156465,63.0,4.0,24.0,36.0,2.0
S00156466,47.0,4.0,7.0,33.0,3.0
S00156467,64.0,3.0,10.0,45.0,3.0
S00156468,47.0,2.0,8.0,33.0,5.0
S00156469,70.0,5.0,9.0,49.0,7.0
