OA,UV6040001,UV6040002,UV6040003,UV6040004,UV6040005
S00155354,19.0,1.0,4.0,8.0,4.0
S00155355,51.0,6.0,16.0,30.0,2.0
S00155356,55.0,4.0,8.0,37.0,5.0
S00155357,33.0,0.0,10.0,22.0,1.0
S00155358,44.0,0.0,10.0,33.0,3.0
S00155359,38.0,3.0,12.0,19.0,2.0
S00155360,39.0,2.0,11.0,22.0,4.0
S00155361,75.0,0.0,16.0,58.0,6.0
S00155362,44.0,1.0,11.0,28.0,3.0
S00155363,39.0,0.0,12.0,22.0,0.0
S00155364,82.0,3.0,19.0,59.0,1.0
S00155365,55.0,9.0,5.0,35.0,1.0
S00155366,84.0,4.0,20.0,55.0,3.0
S00155367,42.0,3.0,12.0,22.0,5.0
S00155368,28.0,2.0,9.0,18.0,2.0
S00155369,53.0,2.0,10.0,32.0,2.0
S00155370,37.0,0.0,9.0,23.0,4.0
S00155371,63.0,5.0,10.0,45.0,3.0
S00155372,60.0,2.0,7.0,42.0,5.0
S00155373,65.0,6.0,14.0,38.0,7.0
S00155374,39.0,4.0,9.0,24.0,4.0
S00155375,70.0,4.0,24.0,40.0,5.0
S00155376,35.0,2.0,8.0,24.0,1.0
S00155377,37.0,2.0,3.0,28.0,4.0
S00155378,44.0,6.0,12.0,18.0,7.0
S00155379,42.0,1.0,10.0,28.0,3.0
S00155380,49.0,4.0,10.0,31.0,4.0
S00155381,24.0,2.0,6.0,20.0,0.0
S00155382,41.0,2.0,5.0,25.0,8.0
S00155383,48.0,7.0,11.0,21.0,7.0
S00155384,49.0,1.0,13.0,29.0,5.0
S00155385,29.0,3.0,4.0,19.0,2.0
S00155386,45.0,3.0,18.0,23.0,2.0
S00155387,38.0,5.0,9.0,22.0,2.0
S00155388,45.0,1.0,8.0,31.0,2.0
S00155389,39.0,1.0,6.0,24.0,5.0
S00155390,42.0,2.0,12.0,25.0,3.0
S00155391,43.0,0.0,12.0,26.0,3.0
S00155392,25.0,0.0,4.0,17.0,2.0
S00155393,43.0,4.0,9.0,26.0,4.0
S00155394,31.0,0.0,4.0,25.0,1.0
S00155395,89.0,5.0,22.0,57.0,7.0
S00155396,36.0,4.0,7.0,21.0,4.0
S00155397,54.0,4.0,11.0,35.0,4.0
S00155398,40.0,5.0,6.0,28.0,1.0
S00155399,60.0,4.0,12.0,41.0,3.0
S00155400,74.0,5.0,17.0,46.0,3.0
S00155401,71.0,2.0,21.0,42.0,5.0
S00155402,37.0,3.0,9.0,23.0,4.0
S00155403,31.0,3.0,11.0,13.0,4.0
S00155404,78.0,5.0,24.0,45.0,5.0
S00155405,55.0,4.0,17.0,31.0,3.0
S00155406,54.0,1.0,12.0,29.0,5.0
S00155407,48.0,1.0,16.0,29.0,1.0
S00155408,85.0,4.0,23.0,46.0,12.0
S00155409,29.0,2.0,6.0,17.0,4.0
S00155410,56.0,3.0,9.0,41.0,5.0
S00155411,67.0,10.0,13.0,42.0,5.0
S00155412,39.0,4.0,9.0,19.0,7.0
S00155413,53.0,5.0,16.0,28.0,4.0
S00155414,37.0,2.0,8.0,25.0,2.0
S00155415,73.0,7.0,14.0,47.0,7.0
S00155416,62.0,4.0,11.0,42.0,4.0
S00155417,38.0,2.0,9.0,28.0,1.0
S00155418,72.0,7.0,13.0,46.0,9.0
S00155419,46.0,2.0,12.0,28.0,4.0
S00155420,32.0,5.0,4.0,21.0,2.0
S00155421,77.0,8.0,19.0,45.0,6.0
S00155422,74.0,3.0,12.0,55.0,4.0
S00155423,37.0,3.0,6.0,23.0,1.0
S00155424,46.0,6.0,8.0,28.0,4.0
S00155425,34.0,4.0,11.0,21.0,1.0
S00155426,49.0,3.0,9.0,29.0,5.0
S00155427,39.0,1.0,13.0,24.0,2.0
S00155428,40.0,5.0,9.0,25.0,1.0
S00155429,38.0,5.0,7.0,22.0,1.0
S00155430,66.0,6.0,20.0,34.0,9.0
S00155431,49.0,3.0,14.0,26.0,5.0
S00155432,47.0,1.0,5.0,33.0,4.0
S00155433,48.0,4.0,9.0,33.0,2.0
S00155434,31.0,2.0,8.0,16.0,0.0
S00155435,29.0,1.0,7.0,18.0,4.0
S00155436,39.0,3.0,11.0,22.0,6.0
S00155437,26.0,3.0,3.0,22.0,2.0
S00155438,77.0,4.0,18.0,50.0,8.0
S00155439,95.0,8.0,16.0,65.0,6.0
S00155440,65.0,6.0,13.0,48.0,2.0
S00155441,87.0,10.0,22.0,53.0,1.0
S00155442,39.0,3.0,12.0,21.0,6.0
S00155443,30.0,2.0,5.0,19.0,4.0
S00155444,48.0,3.0,6.0,35.0,4.0
S00155445,44.0,4.0,10.0,30.0,1.0
S00155446,97.0,10.0,17.0,66.0,2.0
S00155447,72.0,7.0,21.0,40.0,4.0
S00155448,117.0,2.0,27.0,76.0,10.0
S00155449,49.0,2.0,7.0,32.0,7.0
S00155450,103.0,11.0,21.0,59.0,12.0
S00155451,46.0,3.0,12.0,32.0,4.0
S00155452,38.0,4.0,8.0,27.0,3.0
S00155453,28.0,5.0,5.0,19.0,4.0
S00155454,44.0,3.0,6.0,31.0,4.0
S00155455,27.0,1.0,9.0,15.0,4.0
S00155456,31.0,0.0,8.0,20.0,4.0
S00155457,51.0,5.0,8.0,36.0,4.0
S00155458,56.0,0.0,13.0,36.0,5.0
S00155459,42.0,3.0,4.0,31.0,4.0
S00155460,35.0,1.0,10.0,21.0,2.0
S00155461,37.0,3.0,5.0,25.0,4.0
S00155462,72.0,3.0,14.0,52.0,3.0
S00155463,26.0,3.0,6.0,10.0,3.0
S00155464,60.0,1.0,15.0,38.0,6.0
S00155465,56.0,2.0,8.0,41.0,6.0
S00155466,66.0,3.0,5.0,51.0,4.0
S00155467,73.0,2.0,17.0,54.0,2.0
S00155468,34.0,1.0,6.0,25.0,0.0
S00155469,57.0,4.0,12.0,35.0,5.0
S00155470,103.0,2.0,31.0,67.0,3.0
S00155471,55.0,4.0,6.0,36.0,5.0
S00155472,72.0,1.0,18.0,44.0,5.0
S00155473,32.0,1.0,5.0,19.0,6.0
S00155474,88.0,5.0,17.0,58.0,8.0
S00155475,61.0,1.0,13.0,43.0,3.0
S00155476,35.0,1.0,7.0,23.0,3.0
S00155477,41.0,3.0,9.0,27.0,4.0
S00155478,41.0,1.0,6.0,29.0,3.0
S00155479,31.0,2.0,12.0,19.0,0.0
S00155480,75.0,6.0,11.0,50.0,11.0
S00155481,44.0,4.0,11.0,26.0,4.0
S00155482,104.0,1.0,26.0,70.0,7.0
S00155483,80.0,8.0,27.0,43.0,4.0
S00155484,63.0,5.0,12.0,41.0,7.0
S00155485,36.0,1.0,6.0,25.0,6.0
S00155486,74.0,3.0,13.0,47.0,12.0
S00155487,66.0,5.0,8.0,44.0,6.0
S00155488,40.0,4.0,8.0,28.0,0.0
S00155489,58.0,7.0,11.0,38.0,2.0
S00155490,48.0,2.0,9.0,28.0,6.0
S00155491,68.0,3.0,12.0,49.0,4.0
S00155492,70.0,6.0,14.0,43.0,7.0
S00155493,41.0,2.0,10.0,26.0,4.0
S00155494,69.0,9.0,12.0,42.0,6.0
S00155495,73.0,5.0,9.0,55.0,3.0
S00155496,66.0,3.0,22.0,41.0,3.0
S00155497,32.0,2.0,6.0,25.0,0.0
S00155498,54.0,1.0,3.0,40.0,4.0
S00155499,66.0,2.0,10.0,51.0,3.0
S00155500,53.0,4.0,9.0,28.0,6.0
S00155501,62.0,1.0,7.0,44.0,4.0
S00155502,39.0,3.0,11.0,25.0,0.0
S00155503,46.0,1.0,13.0,30.0,4.0
S00155504,77.0,6.0,13.0,51.0,5.0
S00155505,62.0,4.0,18.0,39.0,3.0
S00155506,42.0,4.0,7.0,20.0,8.0
S00155507,63.0,2.0,8.0,46.0,7.0
S00155508,48.0,1.0,12.0,29.0,6.0
S00155509,54.0,4.0,9.0,40.0,2.0
S00155510,64.0,9.0,9.0,33.0,17.0
S00155511,46.0,4.0,8.0,32.0,3.0
S00155512,37.0,3.0,9.0,20.0,3.0
S00155513,75.0,1.0,21.0,50.0,3.0
S00155514,59.0,2.0,14.0,41.0,5.0
S00155515,77.0,8.0,18.0,44.0,7.0
S00155516,55.0,3.0,12.0,43.0,4.0
S00155517,48.0,0.0,8.0,34.0,5.0
S00155518,31.0,4.0,12.0,16.0,1.0
S00155519,51.0,3.0,11.0,34.0,3.0
S00155520,35.0,2.0,8.0,18.0,6.0
S00155521,44.0,1.0,8.0,27.0,6.0
S00155522,86.0,2.0,18.0,54.0,10.0
S00155523,36.0,1.0,16.0,17.0,2.0
S00155524,47.0,6.0,10.0,26.0,2.0
S00155525,119.0,7.0,30.0,77.0,3.0
S00155526,71.0,10.0,15.0,40.0,11.0
S00155527,39.0,4.0,9.0,24.0,2.0
S00155528,49.0,2.0,10.0,33.0,4.0
S00155529,48.0,1.0,14.0,34.0,2.0
S00155530,33.0,0.0,3.0,24.0,3.0
S00155531,34.0,3.0,4.0,19.0,6.0
S00155532,40.0,3.0,4.0,30.0,5.0
S00155533,46.0,3.0,14.0,29.0,0.0
S00155534,69.0,11.0,19.0,38.0,4.0
S00155535,29.0,1.0,7.0,19.0,3.0
S00155536,85.0,8.0,18.0,57.0,8.0
S00155537,54.0,6.0,8.0,37.0,8.0
S00155538,48.0,3.0,18.0,22.0,2.0
S00155539,48.0,2.0,14.0,26.0,6.0
S00155540,49.0,4.0,7.0,34.0,4.0
S00155541,49.0,3.0,10.0,32.0,2.0
S00155542,47.0,5.0,8.0,33.0,4.0
S00155543,51.0,5.0,9.0,20.0,14.0
S00155544,59.0,1.0,10.0,45.0,3.0
S00155545,54.0,4.0,14.0,27.0,9.0
S00155546,42.0,0.0,4.0,31.0,3.0
S00155547,85.0,5.0,15.0,54.0,5.0
S00155548,52.0,5.0,3.0,36.0,7.0
S00155549,38.0,3.0,7.0,22.0,3.0
S00155550,45.0,0.0,7.0,35.0,3.0
S00155551,100.0,4.0,22.0,68.0,10.0
S00155552,27.0,4.0,6.0,18.0,0.0
S00155553,67.0,2.0,17.0,44.0,4.0
S00155554,31.0,0.0,9.0,19.0,4.0
S00155555,60.0,4.0,17.0,39.0,3.0
S00155556,56.0,6.0,17.0,29.0,6.0
S00155557,41.0,4.0,9.0,25.0,2.0
S00155558,98.0,6.0,19.0,69.0,5.0
S00155559,97.0,3.0,25.0,55.0,14.0
S00155560,65.0,9.0,6.0,35.0,12.0
S00155561,40.0,1.0,8.0,24.0,3.0
S00155562,47.0,2.0,10.0,32.0,3.0
S00155563,55.0,5.0,8.0,43.0,2.0
S00155564,39.0,2.0,8.0,28.0,3.0
S00155565,34.0,6.0,3.0,21.0,4.0
S00155566,26.0,3.0,5.0,19.0,0.0
S00155567,74.0,6.0,10.0,54.0,4.0
S00155568,64.0,4.0,5.0,50.0,5.0
S00155569,44.0,1.0,11.0,31.0,3.0
S00155570,58.0,2.0,8.0,45.0,4.0
S00155571,53.0,5.0,7.0,37.0,5.0
S00155572,56.0,6.0,10.0,35.0,4.0
S00155573,38.0,3.0,11.0,21.0,2.0
S00155574,56.0,2.0,14.0,33.0,7.0
S00155575,71.0,9.0,14.0,40.0,4.0
S00155576,93.0,5.0,20.0,53.0,15.0
S00155577,31.0,0.0,4.0,21.0,6.0
S00155578,82.0,2.0,17.0,56.0,7.0
S00155579,42.0,5.0,9.0,18.0,10.0
S00155580,57.0,6.0,12.0,39.0,3.0
S00155581,45.0,3.0,12.0,29.0,5.0
S00155582,44.0,3.0,7.0,34.0,0.0
S00155583,60.0,1.0,10.0,44.0,4.0
S00155584,47.0,5.0,6.0,32.0,0.0
S00155585,35.0,0.0,10.0,22.0,3.0
S00155586,63.0,4.0,19.0,38.0,6.0
S00155587,29.0,0.0,5.0,20.0,5.0
S00155588,11.0,0.0,4.0,4.0,2.0
S00155589,58.0,0.0,13.0,42.0,4.0
S00155590,32.0,2.0,5.0,23.0,2.0
S00155591,38.0,0.0,9.0,17.0,7.0
S00155592,27.0,0.0,3.0,21.0,3.0
S00155593,81.0,6.0,14.0,57.0,4.0
S00155594,69.0,3.0,8.0,51.0,7.0
S00155595,23.0,2.0,6.0,17.0,2.0
S00155596,32.0,1.0,5.0,23.0,3.0
S00155597,13.0,0.0,3.0,6.0,2.0
S00155598,64.0,9.0,17.0,31.0,7.0
S00155599,39.0,2.0,14.0,18.0,5.0
S00155600,42.0,0.0,10.0,25.0,5.0
S00155601,75.0,8.0,25.0,33.0,9.0
S00155602,40.0,3.0,10.0,26.0,2.0
S00155603,50.0,3.0,14.0,28.0,1.0
S00155604,34.0,0.0,8.0,23.0,3.0
S00155605,76.0,5.0,18.0,49.0,4.0
S00155606,32.0,0.0,4.0,25.0,2.0
S00155607,35.0,4.0,5.0,19.0,7.0
S00155608,40.0,4.0,5.0,27.0,5.0
S00155609,59.0,7.0,15.0,32.0,3.0
S00155610,42.0,2.0,10.0,31.0,2.0
S00155611,43.0,6.0,9.0,14.0,9.0
S00155612,35.0,3.0,7.0,26.0,2.0
S00155613,50.0,4.0,6.0,37.0,4.0
S00155614,33.0,2.0,4.0,26.0,2.0
S00155615,25.0,1.0,4.0,17.0,3.0
S00155616,41.0,5.0,10.0,27.0,2.0
S00155617,46.0,6.0,6.0,28.0,7.0
S00155618,38.0,1.0,0.0,30.0,5.0
S00155619,36.0,0.0,11.0,24.0,1.0
S00155620,43.0,4.0,8.0,34.0,3.0
S00155621,38.0,2.0,10.0,20.0,5.0
S00155622,64.0,4.0,14.0,42.0,4.0
S00155623,26.0,3.0,8.0,15.0,0.0
S00155624,32.0,1.0,9.0,24.0,0.0
S00155625,48.0,4.0,11.0,32.0,0.0
S00155626,55.0,7.0,10.0,29.0,5.0
S00155627,54.0,1.0,15.0,35.0,3.0
S00155628,48.0,4.0,7.0,34.0,6.0
S00155629,51.0,8.0,19.0,29.0,1.0
S00155630,39.0,2.0,9.0,27.0,1.0
S00155631,64.0,9.0,5.0,45.0,8.0
S00155632,57.0,4.0,11.0,34.0,8.0
S00155633,54.0,4.0,15.0,28.0,7.0
S00155634,38.0,2.0,5.0,32.0,2.0
S00155635,40.0,1.0,2.0,28.0,7.0
S00155636,58.0,1.0,12.0,37.0,7.0
S00155637,81.0,4.0,23.0,46.0,6.0
S00155638,32.0,0.0,7.0,24.0,3.0
S00155639,85.0,6.0,27.0,49.0,2.0
S00155640,50.0,1.0,12.0,33.0,4.0
S00155641,26.0,4.0,3.0,19.0,4.0
S00155642,32.0,3.0,10.0,18.0,2.0
S00155643,42.0,0.0,11.0,34.0,1.0
S00155644,41.0,1.0,9.0,29.0,2.0
S00155645,48.0,5.0,10.0,29.0,8.0
S00155646,27.0,0.0,7.0,17.0,3.0
S00155647,72.0,7.0,8.0,45.0,12.0
S00155648,17.0,1.0,3.0,10.0,3.0
S00155649,60.0,8.0,7.0,35.0,11.0
S00155650,36.0,3.0,8.0,23.0,2.0
S00155651,82.0,4.0,22.0,51.0,5.0
S00155652,75.0,2.0,20.0,49.0,7.0
S00155653,30.0,1.0,8.0,16.0,1.0
S00155654,37.0,1.0,11.0,22.0,0.0
S00155655,93.0,7.0,26.0,54.0,6.0
S00155656,71.0,0.0,19.0,48.0,7.0
S00155657,52.0,6.0,8.0,34.0,4.0
S00155658,50.0,5.0,7.0,34.0,4.0
S00155659,64.0,3.0,16.0,39.0,3.0
S00155660,97.0,4.0,18.0,61.0,14.0
S00155661,57.0,7.0,9.0,32.0,6.0
S00155662,50.0,5.0,6.0,35.0,2.0
S00155663,11.0,1.0,3.0,6.0,2.0
S00155664,51.0,0.0,12.0,35.0,3.0
S00155665,44.0,1.0,12.0,31.0,3.0
S00155666,60.0,3.0,9.0,44.0,6.0
S00155667,54.0,2.0,10.0,40.0,2.0
S00155668,40.0,3.0,5.0,22.0,7.0
S00155669,49.0,4.0,12.0,30.0,3.0
S00155670,64.0,0.0,19.0,41.0,4.0
S00155671,50.0,4.0,11.0,32.0,5.0
S00155672,35.0,1.0,11.0,24.0,6.0
S00155673,51.0,2.0,18.0,30.0,1.0
S00155674,81.0,6.0,13.0,55.0,7.0
S00155675,46.0,6.0,9.0,25.0,6.0
S00155676,38.0,5.0,11.0,19.0,3.0
S00155677,53.0,0.0,16.0,40.0,4.0
S00155678,50.0,6.0,8.0,25.0,11.0
S00155679,79.0,2.0,22.0,51.0,7.0
S00155680,79.0,4.0,20.0,51.0,5.0
S00155681,16.0,3.0,5.0,10.0,0.0
S00155682,25.0,3.0,4.0,15.0,2.0
S00155683,24.0,0.0,6.0,13.0,1.0
S00155684,30.0,1.0,9.0,17.0,3.0
S00155685,47.0,2.0,7.0,36.0,5.0
S00155686,35.0,2.0,8.0,23.0,4.0
S00155687,44.0,3.0,12.0,28.0,1.0
S00155688,31.0,3.0,10.0,18.0,3.0
S00155689,39.0,4.0,0.0,30.0,3.0
S00155690,69.0,5.0,14.0,44.0,6.0
S00155691,21.0,0.0,6.0,11.0,2.0
S00155692,37.0,4.0,11.0,21.0,1.0
S00155693,37.0,2.0,11.0,23.0,1.0
S00155694,54.0,6.0,7.0,38.0,3.0
S00155695,64.0,4.0,9.0,43.0,8.0
S00155696,51.0,2.0,14.0,31.0,4.0
S00155697,17.0,1.0,5.0,10.0,1.0
S00155698,101.0,1.0,17.0,70.0,9.0
S00155699,31.0,4.0,2.0,22.0,3.0
S00155700,47.0,4.0,6.0,34.0,3.0
S00155701,35.0,5.0,2.0,25.0,5.0
S00155702,54.0,0.0,8.0,40.0,6.0
S00155703,51.0,1.0,4.0,45.0,2.0
S00155704,78.0,7.0,16.0,54.0,0.0
S00155705,39.0,4.0,9.0,18.0,5.0
S00155706,35.0,1.0,3.0,28.0,3.0
S00155707,37.0,3.0,8.0,22.0,5.0
S00155708,45.0,6.0,8.0,28.0,4.0
S00155709,76.0,7.0,12.0,55.0,2.0
S00155710,46.0,4.0,9.0,27.0,2.0
S00155711,73.0,2.0,11.0,44.0,15.0
S00155712,44.0,3.0,6.0,25.0,13.0
S00155713,37.0,4.0,7.0,24.0,2.0
S00155714,33.0,2.0,6.0,23.0,2.0
S00155715,61.0,12.0,14.0,29.0,8.0
S00155716,62.0,2.0,14.0,39.0,9.0
S00155717,107.0,11.0,22.0,68.0,9.0
S00155718,65.0,4.0,9.0,46.0,7.0
S00155719,36.0,4.0,5.0,19.0,2.0
S00155720,70.0,2.0,18.0,40.0,9.0
S00155721,23.0,3.0,4.0,13.0,2.0
S00155722,52.0,2.0,8.0,39.0,2.0
S00155723,61.0,5.0,13.0,38.0,5.0
S00155724,61.0,1.0,7.0,36.0,15.0
S00155725,89.0,10.0,12.0,60.0,7.0
S00155726,37.0,5.0,5.0,22.0,4.0
S00155727,60.0,5.0,14.0,35.0,7.0
S00155728,62.0,6.0,11.0,40.0,7.0
S00155729,41.0,2.0,9.0,22.0,6.0
S00155730,42.0,0.0,13.0,30.0,2.0
S00155731,41.0,0.0,15.0,21.0,5.0
S00155732,60.0,1.0,14.0,37.0,6.0
S00155733,40.0,6.0,7.0,23.0,4.0
S00155734,113.0,3.0,20.0,76.0,16.0
S00155735,29.0,5.0,6.0,19.0,0.0
S00155736,58.0,6.0,11.0,39.0,7.0
S00155737,33.0,2.0,5.0,23.0,3.0
S00155738,61.0,0.0,12.0,43.0,5.0
S00155739,43.0,6.0,3.0,29.0,9.0
S00155740,37.0,1.0,10.0,22.0,4.0
S00155741,37.0,2.0,15.0,23.0,0.0
S00155742,58.0,1.0,13.0,39.0,5.0
S00155743,51.0,3.0,9.0,36.0,7.0
S00155744,74.0,6.0,15.0,48.0,5.0
S00155745,50.0,4.0,10.0,30.0,6.0
S00155746,59.0,1.0,12.0,46.0,3.0
S00155747,23.0,0.0,6.0,14.0,5.0
S00155748,42.0,2.0,5.0,31.0,2.0
S00155749,60.0,6.0,24.0,21.0,7.0
S00155750,77.0,5.0,14.0,52.0,6.0
S00155751,64.0,7.0,13.0,38.0,5.0
S00155752,27.0,3.0,7.0,16.0,1.0
S00155753,37.0,1.0,12.0,21.0,5.0
S00155754,108.0,9.0,19.0,68.0,12.0
S00155755,68.0,8.0,14.0,40.0,7.0
S00155756,35.0,6.0,6.0,23.0,0.0
S00155757,48.0,2.0,15.0,29.0,2.0
S00155758,29.0,0.0,4.0,23.0,2.0
S00155759,62.0,5.0,14.0,36.0,7.0
S00155760,20.0,0.0,8.0,12.0,0.0
S00155761,59.0,3.0,14.0,29.0,9.0
S00155762,44.0,0.0,17.0,20.0,5.0
S00155763,53.0,4.0,11.0,31.0,8.0
S00155764,51.0,0.0,18.0,26.0,7.0
S00155765,49.0,1.0,17.0,29.0,0.0
S00155766,43.0,1.0,9.0,27.0,5.0
S00155767,41.0,2.0,11.0,26.0,2.0
S00155768,41.0,3.0,5.0,20.0,10.0
S00155769,81.0,5.0,13.0,54.0,7.0
S00155770,78.0,2.0,17.0,53.0,5.0
S00155771,46.0,5.0,12.0,28.0,1.0
S00155772,59.0,1.0,16.0,39.0,1.0
S00155773,77.0,3.0,25.0,39.0,9.0
S00155774,97.0,2.0,20.0,65.0,7.0
S00155775,39.0,3.0,7.0,28.0,1.0
S00155776,72.0,4.0,15.0,44.0,9.0
S00155777,150.0,10.0,21.0,93.0,26.0
S00155778,45.0,7.0,11.0,23.0,4.0
S00155779,71.0,3.0,14.0,44.0,7.0
S00155780,115.0,0.0,18.0,85.0,12.0
S00155781,91.0,3.0,19.0,60.0,9.0
S00155782,48.0,4.0,10.0,27.0,6.0
S00155783,35.0,0.0,6.0,24.0,3.0
S00155784,69.0,4.0,16.0,46.0,4.0
S00155785,72.0,3.0,8.0,55.0,7.0
S00155786,62.0,10.0,6.0,42.0,5.0
S00155787,74.0,6.0,10.0,42.0,12.0
S00155788,70.0,6.0,11.0,42.0,11.0
S00155789,66.0,5.0,14.0,25.0,19.0
S00155790,54.0,4.0,8.0,38.0,7.0
S00155791,76.0,4.0,19.0,45.0,6.0
S00155792,57.0,1.0,11.0,43.0,2.0
S00155793,52.0,6.0,10.0,34.0,1.0
S00155794,60.0,4.0,12.0,38.0,6.0
S00155795,99.0,1.0,19.0,70.0,10.0
S00155796,55.0,6.0,14.0,34.0,3.0
S00155797,56.0,0.0,11.0,42.0,4.0
S00155798,39.0,5.0,10.0,23.0,3.0
S00155799,46.0,4.0,11.0,24.0,5.0
S00155800,85.0,6.0,12.0,62.0,3.0
S00155801,42.0,0.0,10.0,31.0,3.0
S00155802,33.0,2.0,7.0,21.0,1.0
S00155803,83.0,4.0,27.0,47.0,10.0
S00155804,47.0,2.0,7.0,31.0,6.0
S00155805,79.0,5.0,13.0,57.0,7.0
S00155806,43.0,5.0,12.0,23.0,3.0
S00155807,59.0,5.0,13.0,35.0,6.0
S00155808,62.0,4.0,21.0,33.0,4.0
S00155809,58.0,4.0,9.0,44.0,5.0
S00155810,53.0,6.0,10.0,34.0,5.0
S00155811,53.0,2.0,3.0,47.0,2.0
S00155812,53.0,2.0,10.0,34.0,6.0
S00155813,46.0,3.0,10.0,28.0,3.0
S00155814,45.0,7.0,9.0,29.0,1.0
S00155815,37.0,1.0,5.0,32.0,2.0
S00155816,39.0,3.0,10.0,22.0,4.0
S00155817,60.0,9.0,10.0,34.0,10.0
S00155818,113.0,2.0,24.0,74.0,9.0
S00155819,72.0,3.0,17.0,44.0,5.0
S00155820,86.0,6.0,15.0,55.0,6.0
S00155821,55.0,0.0,5.0,48.0,2.0
S00155822,69.0,6.0,14.0,41.0,5.0
S00155823,126.0,15.0,24.0,78.0,8.0
S00155824,113.0,1.0,11.0,87.0,11.0
S00155825,95.0,3.0,19.0,62.0,11.0
S00155826,76.0,4.0,15.0,52.0,5.0
S00155827,58.0,2.0,7.0,47.0,4.0
S00155828,40.0,1.0,9.0,27.0,3.0
S00155829,50.0,6.0,18.0,25.0,3.0
S00155830,33.0,2.0,8.0,17.0,4.0
S00155831,105.0,4.0,17.0,71.0,12.0
S00155832,58.0,3.0,11.0,30.0,14.0
S00155833,77.0,3.0,13.0,51.0,10.0
S00155834,65.0,3.0,12.0,43.0,10.0
S00155835,99.0,6.0,18.0,68.0,7.0
S00155836,26.0,2.0,5.0,17.0,2.0
S00155837,34.0,0.0,7.0,22.0,4.0
S00155838,58.0,4.0,7.0,41.0,8.0
S00155839,45.0,1.0,6.0,34.0,1.0
S00155840,26.0,4.0,4.0,14.0,7.0
S00155841,61.0,10.0,15.0,29.0,7.0
S00155842,36.0,4.0,7.0,27.0,1.0
S00155843,84.0,1.0,12.0,56.0,12.0
S00155844,63.0,6.0,13.0,36.0,8.0
S00155845,37.0,0.0,7.0,25.0,4.0
S00155846,40.0,4.0,10.0,23.0,4.0
S00155847,71.0,4.0,5.0,59.0,7.0
S00155848,61.0,9.0,16.0,29.0,7.0
S00155849,108.0,4.0,23.0,68.0,13.0
S00155850,33.0,5.0,10.0,16.0,3.0
S00155851,53.0,2.0,9.0,35.0,5.0
S00155852,48.0,5.0,10.0,26.0,7.0
S00155853,102.0,5.0,23.0,68.0,4.0
S00155854,33.0,0.0,7.0,22.0,2.0
S00155855,34.0,3.0,7.0,23.0,0.0
S00155856,47.0,4.0,10.0,27.0,6.0
S00155857,81.0,6.0,12.0,54.0,6.0
S00155858,62.0,0.0,16.0,41.0,3.0
S00155859,87.0,3.0,13.0,60.0,12.0
S00155860,24.0,3.0,3.0,16.0,3.0
S00155861,65.0,5.0,12.0,45.0,5.0
S00155862,69.0,4.0,18.0,45.0,2.0
S00155863,63.0,6.0,19.0,27.0,9.0
S00155864,89.0,7.0,12.0,57.0,10.0
S00155865,54.0,4.0,9.0,40.0,1.0
S00155866,64.0,3.0,18.0,37.0,6.0
S00155867,107.0,6.0,24.0,63.0,14.0
S00155868,31.0,1.0,9.0,17.0,3.0
S00155869,72.0,5.0,11.0,51.0,7.0
S00155870,31.0,6.0,7.0,14.0,2.0
S00155871,95.0,5.0,16.0,62.0,12.0
S00155872,51.0,5.0,11.0,29.0,6.0
S00155873,31.0,2.0,7.0,19.0,4.0
S00155874,33.0,0.0,7.0,21.0,2.0
S00155875,81.0,4.0,24.0,50.0,3.0
S00155876,123.0,5.0,25.0,83.0,9.0
S00155877,3.0,0.0,3.0,0.0,0.0
S00155878,52.0,3.0,13.0,28.0,4.0
S00155879,34.0,2.0,7.0,20.0,5.0
S00155880,47.0,4.0,8.0,33.0,2.0
S00155881,70.0,11.0,11.0,41.0,7.0
S00155882,54.0,4.0,9.0,37.0,4.0
S00155883,62.0,5.0,11.0,39.0,4.0
S00155884,51.0,3.0,14.0,28.0,6.0
S00155885,51.0,4.0,13.0,36.0,0.0
S00155886,61.0,6.0,15.0,38.0,3.0
S00155887,67.0,6.0,13.0,41.0,7.0
S00155888,39.0,4.0,10.0,22.0,5.0
S00155889,61.0,3.0,13.0,41.0,4.0
S00155890,78.0,7.0,15.0,49.0,7.0
S00155891,54.0,1.0,13.0,35.0,5.0
S00155892,31.0,2.0,9.0,17.0,1.0
S00155893,79.0,8.0,14.0,46.0,7.0
S00155894,33.0,1.0,11.0,23.0,2.0
S00155895,41.0,1.0,7.0,27.0,6.0
S00155896,52.0,4.0,18.0,30.0,0.0
S00155897,19.0,2.0,8.0,7.0,1.0
S00155898,45.0,3.0,14.0,29.0,2.0
S00155899,47.0,1.0,8.0,36.0,0.0
S00155900,56.0,1.0,14.0,37.0,2.0
S00155901,56.0,3.0,8.0,39.0,6.0
S00155902,48.0,3.0,11.0,28.0,5.0
S00155903,82.0,2.0,19.0,59.0,4.0
S00155904,46.0,2.0,13.0,26.0,6.0
S00155905,50.0,1.0,8.0,40.0,1.0
S00155906,70.0,10.0,16.0,42.0,2.0
S00155907,31.0,2.0,8.0,16.0,5.0
S00155908,54.0,2.0,14.0,34.0,3.0
S00155909,55.0,1.0,8.0,43.0,3.0
S00155910,41.0,4.0,7.0,29.0,1.0
S00155911,62.0,2.0,10.0,44.0,4.0
