OA,UV1040001,UV1040002,UV1040003,UV1040004,UV1040005,UV1040006
S00150205,88,29.0,43.0,2.0,8.0,5.0
S00150206,147,36.0,101.0,0.0,3.0,9.0
S00150207,98,22.0,64.0,1.0,2.0,9.0
S00150208,88,21.0,54.0,2.0,5.0,6.0
S00150209,70,22.0,38.0,1.0,2.0,6.0
S00150210,164,26.0,124.0,2.0,4.0,3.0
S00150211,79,24.0,38.0,0.0,3.0,12.0
S00150212,108,18.0,72.0,0.0,2.0,14.0
S00150213,88,22.0,54.0,3.0,3.0,4.0
S00150214,122,26.0,82.0,1.0,3.0,10.0
S00150215,104,6.0,88.0,0.0,1.0,5.0
S00150216,88,18.0,51.0,4.0,9.0,7.0
S00150217,93,15.0,70.0,0.0,3.0,5.0
S00150218,155,38.0,101.0,2.0,7.0,7.0
S00150219,133,27.0,79.0,1.0,9.0,16.0
S00150220,92,14.0,64.0,0.0,1.0,13.0
S00150221,114,22.0,83.0,4.0,3.0,5.0
S00150222,62,10.0,42.0,0.0,1.0,8.0
S00150223,107,21.0,70.0,5.0,6.0,12.0
S00150224,60,27.0,22.0,4.0,8.0,3.0
S00150225,106,17.0,77.0,1.0,3.0,7.0
S00150226,192,27.0,74.0,3.0,9.0,78.0
S00150227,77,7.0,38.0,3.0,6.0,12.0
S00150228,90,29.0,47.0,1.0,8.0,5.0
S00150229,72,16.0,48.0,2.0,3.0,3.0
S00150230,124,21.0,84.0,3.0,10.0,8.0
S00150231,83,8.0,66.0,0.0,3.0,9.0
S00150232,66,10.0,44.0,1.0,1.0,8.0
S00150233,114,26.0,80.0,1.0,4.0,6.0
S00150234,88,21.0,60.0,1.0,3.0,4.0
S00150235,109,17.0,87.0,1.0,3.0,2.0
S00150236,105,31.0,61.0,4.0,7.0,4.0
S00150237,125,22.0,91.0,1.0,4.0,8.0
S00150238,107,20.0,75.0,1.0,4.0,4.0
S00150239,98,29.0,61.0,0.0,3.0,11.0
S00150240,131,51.0,65.0,1.0,3.0,11.0
S00150241,82,17.0,59.0,0.0,6.0,1.0
S00150242,98,12.0,64.0,1.0,7.0,12.0
S00150243,102,17.0,73.0,0.0,3.0,9.0
S00150244,112,24.0,65.0,1.0,6.0,11.0
S00150245,106,22.0,75.0,2.0,2.0,4.0
S00150246,117,33.0,71.0,4.0,4.0,6.0
S00150247,149,22.0,120.0,1.0,2.0,4.0
S00150248,61,13.0,26.0,2.0,6.0,9.0
S00150249,68,20.0,42.0,4.0,0.0,2.0
S00150250,116,23.0,78.0,1.0,8.0,9.0
S00150251,132,29.0,92.0,3.0,2.0,6.0
S00150252,86,24.0,58.0,1.0,1.0,6.0
S00150253,70,24.0,38.0,1.0,6.0,1.0
S00150254,119,34.0,66.0,4.0,7.0,8.0
S00150255,122,21.0,89.0,0.0,4.0,8.0
S00150256,129,39.0,70.0,4.0,6.0,10.0
S00150257,100,14.0,75.0,0.0,4.0,7.0
S00150258,56,19.0,23.0,5.0,5.0,6.0
S00150259,69,30.0,36.0,1.0,1.0,1.0
S00150260,126,29.0,81.0,1.0,6.0,9.0
S00150261,85,21.0,53.0,3.0,1.0,12.0
S00150262,94,20.0,60.0,0.0,7.0,7.0
S00150263,100,11.0,80.0,1.0,0.0,8.0
S00150264,121,24.0,80.0,1.0,8.0,8.0
S00150265,95,10.0,39.0,2.0,10.0,30.0
S00150266,100,15.0,80.0,0.0,2.0,3.0
S00150267,99,22.0,71.0,0.0,0.0,4.0
S00150268,111,30.0,60.0,2.0,8.0,7.0
S00150269,91,26.0,56.0,0.0,2.0,10.0
S00150270,91,9.0,82.0,1.0,3.0,0.0
S00150271,121,29.0,83.0,0.0,3.0,6.0
S00150272,68,13.0,36.0,0.0,5.0,10.0
S00150273,114,24.0,82.0,1.0,2.0,5.0
S00150274,115,17.0,77.0,2.0,6.0,3.0
S00150275,128,20.0,96.0,0.0,4.0,12.0
S00150276,107,34.0,54.0,2.0,4.0,13.0
S00150277,130,17.0,100.0,1.0,2.0,8.0
S00150278,91,25.0,47.0,2.0,10.0,7.0
S00150279,99,31.0,52.0,1.0,5.0,11.0
S00150280,114,22.0,79.0,1.0,6.0,6.0
S00150281,142,27.0,90.0,3.0,4.0,17.0
S00150282,130,27.0,87.0,1.0,5.0,11.0
S00150283,61,21.0,33.0,0.0,6.0,6.0
S00150284,91,15.0,67.0,0.0,2.0,4.0
S00150285,133,35.0,77.0,2.0,3.0,14.0
S00150286,141,39.0,96.0,1.0,5.0,3.0
S00150287,95,34.0,48.0,1.0,5.0,3.0
S00150288,96,22.0,64.0,1.0,8.0,4.0
S00150289,107,18.0,74.0,1.0,4.0,7.0
S00150290,84,11.0,65.0,1.0,2.0,8.0
S00150291,103,40.0,40.0,6.0,8.0,9.0
S00150292,129,34.0,76.0,1.0,1.0,14.0
S00150293,97,24.0,66.0,1.0,3.0,3.0
S00150294,80,12.0,54.0,1.0,4.0,11.0
S00150295,121,24.0,76.0,1.0,7.0,13.0
S00150296,137,27.0,93.0,2.0,4.0,7.0
S00150297,81,20.0,46.0,1.0,5.0,9.0
S00150298,100,24.0,66.0,0.0,3.0,8.0
S00150299,104,25.0,57.0,3.0,3.0,13.0
S00150300,89,14.0,70.0,0.0,4.0,0.0
S00150301,158,39.0,102.0,1.0,8.0,8.0
S00150302,55,14.0,34.0,0.0,1.0,6.0
S00150303,82,20.0,51.0,0.0,4.0,6.0
S00150304,108,43.0,32.0,3.0,11.0,16.0
S00150305,92,21.0,52.0,0.0,7.0,12.0
S00150306,111,37.0,59.0,0.0,4.0,11.0
S00150307,78,14.0,55.0,0.0,1.0,8.0
S00150308,62,19.0,35.0,2.0,2.0,4.0
S00150309,122,36.0,69.0,1.0,5.0,11.0
S00150310,50,15.0,33.0,0.0,2.0,2.0
S00150311,95,17.0,64.0,4.0,2.0,8.0
S00150312,117,25.0,70.0,8.0,6.0,10.0
S00150313,80,16.0,54.0,0.0,4.0,7.0
S00150314,51,12.0,34.0,2.0,4.0,1.0
S00150315,93,20.0,61.0,1.0,5.0,6.0
S00150316,96,23.0,58.0,1.0,3.0,7.0
S00150317,78,12.0,52.0,3.0,3.0,8.0
S00150318,80,19.0,52.0,3.0,3.0,4.0
S00150319,95,29.0,54.0,1.0,4.0,7.0
S00150320,137,34.0,82.0,0.0,8.0,13.0
S00150321,72,20.0,37.0,2.0,0.0,8.0
S00150322,91,7.0,58.0,0.0,8.0,17.0
S00150323,107,26.0,70.0,0.0,5.0,1.0
S00150324,90,14.0,58.0,2.0,3.0,14.0
S00150325,137,26.0,89.0,2.0,4.0,13.0
S00150326,129,27.0,74.0,4.0,9.0,15.0
S00150327,147,42.0,90.0,2.0,2.0,6.0
S00150328,97,29.0,56.0,0.0,5.0,8.0
S00150329,98,23.0,63.0,3.0,3.0,6.0
S00150330,93,25.0,47.0,4.0,1.0,14.0
S00150331,93,11.0,46.0,0.0,5.0,31.0
S00150332,158,48.0,88.0,0.0,7.0,11.0
S00150333,105,25.0,66.0,0.0,6.0,8.0
S00150334,137,36.0,84.0,1.0,7.0,10.0
S00150335,153,34.0,108.0,2.0,4.0,11.0
S00150336,97,24.0,44.0,1.0,10.0,18.0
S00150337,103,29.0,55.0,2.0,5.0,12.0
S00150338,116,29.0,73.0,3.0,5.0,9.0
S00150339,79,16.0,45.0,3.0,6.0,12.0
S00150340,91,21.0,55.0,2.0,2.0,12.0
S00150341,85,23.0,49.0,1.0,7.0,5.0
S00150342,85,22.0,46.0,0.0,4.0,13.0
S00150343,100,18.0,66.0,0.0,4.0,12.0
S00150344,138,34.0,75.0,4.0,14.0,11.0
S00150345,173,43.0,109.0,1.0,9.0,10.0
S00150346,123,26.0,78.0,0.0,8.0,9.0
S00150347,120,25.0,65.0,3.0,6.0,21.0
S00150348,126,18.0,85.0,4.0,11.0,9.0
S00150349,73,23.0,32.0,0.0,2.0,13.0
S00150350,150,43.0,93.0,4.0,3.0,9.0
S00150351,126,24.0,91.0,2.0,3.0,7.0
S00150352,150,26.0,104.0,0.0,5.0,13.0
S00150353,106,22.0,78.0,0.0,0.0,3.0
S00150354,83,23.0,39.0,2.0,0.0,18.0
S00150355,59,16.0,28.0,2.0,6.0,9.0
S00150356,87,26.0,48.0,1.0,0.0,10.0
S00150357,77,26.0,31.0,0.0,9.0,10.0
S00150358,136,47.0,77.0,0.0,8.0,2.0
S00150359,102,36.0,59.0,1.0,2.0,8.0
S00150360,107,24.0,76.0,3.0,3.0,2.0
S00150361,106,22.0,63.0,2.0,11.0,8.0
S00150362,153,41.0,85.0,2.0,13.0,15.0
S00150363,95,17.0,61.0,2.0,7.0,8.0
S00150364,108,30.0,63.0,2.0,9.0,6.0
S00150365,97,32.0,38.0,3.0,14.0,10.0
S00150366,99,17.0,57.0,1.0,17.0,10.0
S00150367,145,43.0,78.0,4.0,13.0,10.0
S00150368,75,18.0,30.0,7.0,6.0,18.0
S00150369,88,31.0,48.0,0.0,5.0,3.0
S00150370,116,29.0,71.0,0.0,5.0,6.0
S00150371,123,38.0,62.0,1.0,6.0,20.0
S00150372,112,21.0,73.0,3.0,4.0,14.0
S00150373,138,48.0,68.0,5.0,9.0,8.0
S00150374,89,32.0,42.0,2.0,6.0,7.0
S00150375,82,19.0,49.0,0.0,2.0,11.0
S00150376,101,26.0,56.0,3.0,5.0,11.0
S00150377,139,37.0,90.0,2.0,4.0,6.0
S00150378,109,35.0,60.0,1.0,7.0,6.0
S00150379,91,20.0,57.0,0.0,5.0,11.0
S00150380,84,34.0,37.0,1.0,6.0,6.0
S00150381,160,29.0,97.0,2.0,12.0,17.0
S00150382,92,19.0,54.0,1.0,8.0,10.0
S00150383,89,15.0,65.0,2.0,3.0,3.0
S00150384,107,29.0,52.0,5.0,11.0,6.0
S00150385,93,16.0,56.0,1.0,6.0,10.0
S00150386,156,26.0,108.0,2.0,6.0,14.0
S00150387,82,10.0,56.0,0.0,3.0,9.0
S00150388,77,32.0,34.0,2.0,1.0,6.0
S00150389,98,22.0,65.0,1.0,3.0,4.0
S00150390,149,39.0,83.0,0.0,8.0,21.0
S00150391,102,18.0,72.0,0.0,7.0,3.0
S00150392,94,23.0,55.0,4.0,6.0,5.0
S00150393,93,27.0,50.0,0.0,6.0,11.0
S00150394,73,18.0,44.0,0.0,5.0,6.0
S00150395,101,47.0,35.0,6.0,8.0,6.0
S00150396,114,40.0,59.0,0.0,5.0,10.0
S00150397,77,29.0,47.0,0.0,3.0,4.0
S00150398,128,36.0,64.0,3.0,10.0,16.0
S00150399,72,27.0,37.0,0.0,4.0,8.0
S00150400,94,28.0,50.0,0.0,6.0,11.0
S00150401,146,36.0,84.0,3.0,8.0,15.0
S00150402,61,7.0,43.0,0.0,1.0,7.0
S00150403,108,26.0,62.0,0.0,13.0,6.0
S00150404,99,25.0,54.0,2.0,6.0,5.0
S00150405,84,20.0,50.0,0.0,0.0,11.0
S00150406,89,19.0,62.0,0.0,2.0,6.0
S00150407,101,32.0,51.0,0.0,9.0,12.0
S00150408,147,53.0,69.0,5.0,10.0,10.0
S00150409,129,35.0,78.0,3.0,7.0,10.0
S00150410,89,29.0,55.0,0.0,1.0,3.0
S00150411,86,14.0,59.0,0.0,4.0,9.0
S00150412,71,26.0,35.0,2.0,3.0,6.0
S00150413,133,31.0,78.0,1.0,12.0,13.0
S00150414,66,7.0,54.0,0.0,2.0,3.0
S00150415,92,32.0,46.0,6.0,4.0,4.0
S00150416,55,16.0,25.0,0.0,7.0,7.0
S00150417,105,27.0,67.0,2.0,3.0,8.0
S00150418,94,22.0,40.0,3.0,9.0,25.0
S00150419,193,47.0,65.0,2.0,11.0,68.0
S00150420,129,41.0,78.0,0.0,5.0,3.0
S00150421,61,30.0,17.0,3.0,9.0,2.0
S00150422,103,23.0,65.0,0.0,3.0,6.0
S00150423,78,13.0,55.0,0.0,3.0,6.0
S00150424,131,36.0,82.0,1.0,7.0,5.0
S00150425,108,24.0,82.0,1.0,0.0,3.0
S00150426,82,20.0,48.0,2.0,3.0,9.0
S00150427,79,33.0,32.0,1.0,2.0,12.0
S00150428,145,34.0,77.0,4.0,14.0,13.0
S00150429,115,26.0,57.0,0.0,12.0,20.0
S00150430,134,30.0,84.0,2.0,7.0,11.0
S00150431,96,11.0,69.0,0.0,4.0,12.0
S00150432,100,26.0,60.0,3.0,6.0,8.0
S00150433,106,19.0,73.0,0.0,2.0,12.0
S00150434,105,25.0,62.0,2.0,6.0,8.0
S00150435,124,38.0,62.0,0.0,9.0,14.0
S00150436,101,21.0,71.0,0.0,3.0,6.0
S00150437,79,21.0,47.0,0.0,4.0,7.0
S00150438,143,46.0,92.0,3.0,2.0,0.0
S00150439,89,22.0,59.0,0.0,5.0,6.0
S00150440,154,37.0,104.0,5.0,2.0,0.0
S00150441,87,21.0,56.0,4.0,1.0,9.0
S00150442,64,15.0,46.0,2.0,0.0,1.0
S00150443,107,32.0,60.0,1.0,7.0,7.0
S00150444,95,18.0,64.0,0.0,2.0,11.0
S00150445,71,21.0,34.0,1.0,2.0,10.0
S00150446,79,16.0,52.0,0.0,2.0,8.0
S00150447,106,21.0,68.0,1.0,2.0,13.0
S00150448,110,28.0,68.0,0.0,4.0,11.0
S00150449,80,20.0,52.0,4.0,1.0,3.0
S00150450,104,24.0,83.0,2.0,1.0,2.0
S00150451,99,18.0,75.0,2.0,4.0,4.0
S00150452,109,22.0,68.0,1.0,2.0,12.0
S00150453,121,26.0,79.0,0.0,1.0,13.0
S00150454,72,4.0,29.0,0.0,3.0,38.0
S00150455,102,28.0,56.0,1.0,6.0,8.0
S00150456,115,20.0,83.0,3.0,3.0,5.0
S00150457,165,49.0,106.0,3.0,5.0,4.0
S00150458,144,49.0,77.0,2.0,10.0,10.0
S00150459,122,31.0,71.0,4.0,8.0,9.0
S00150460,78,16.0,45.0,2.0,5.0,9.0
S00150461,101,30.0,34.0,3.0,18.0,18.0
S00150462,89,22.0,50.0,0.0,10.0,8.0
S00150463,125,36.0,74.0,1.0,7.0,6.0
S00150464,78,19.0,45.0,0.0,3.0,8.0
S00150465,123,35.0,66.0,8.0,5.0,10.0
S00150466,116,37.0,65.0,4.0,3.0,9.0
S00150467,83,17.0,52.0,1.0,6.0,7.0
S00150468,100,26.0,62.0,3.0,4.0,9.0
S00150469,104,28.0,58.0,3.0,7.0,6.0
S00150470,146,30.0,105.0,0.0,4.0,10.0
S00150471,75,14.0,42.0,4.0,1.0,13.0
S00150472,105,24.0,54.0,2.0,15.0,10.0
S00150473,64,18.0,36.0,1.0,1.0,8.0
S00150474,97,15.0,37.0,0.0,4.0,35.0
S00150475,98,31.0,56.0,2.0,4.0,6.0
S00150476,158,52.0,88.0,2.0,2.0,14.0
S00150477,128,23.0,88.0,0.0,1.0,14.0
S00150478,103,15.0,82.0,1.0,0.0,5.0
S00150479,123,34.0,73.0,0.0,10.0,7.0
S00150480,59,24.0,22.0,2.0,7.0,4.0
S00150481,65,36.0,7.0,2.0,11.0,9.0
S00150482,138,42.0,82.0,3.0,5.0,10.0
S00150483,124,40.0,67.0,2.0,4.0,11.0
S00150484,134,51.0,67.0,1.0,9.0,7.0
S00150485,99,31.0,51.0,6.0,4.0,7.0
S00150486,81,33.0,30.0,4.0,9.0,6.0
S00150487,135,30.0,75.0,2.0,13.0,11.0
S00150488,93,22.0,57.0,0.0,6.0,2.0
S00150489,94,41.0,32.0,1.0,13.0,7.0
S00150490,112,63.0,17.0,2.0,10.0,16.0
S00150491,107,27.0,62.0,1.0,7.0,10.0
S00150492,85,42.0,17.0,3.0,17.0,9.0
S00150493,114,32.0,71.0,3.0,3.0,5.0
S00150494,82,42.0,17.0,3.0,10.0,12.0
S00150495,100,37.0,46.0,6.0,7.0,5.0
S00150496,115,30.0,56.0,2.0,15.0,10.0
S00150497,151,33.0,107.0,1.0,6.0,6.0
S00150498,113,13.0,59.0,1.0,7.0,33.0
S00150499,99,45.0,38.0,2.0,5.0,7.0
S00150500,125,38.0,68.0,0.0,9.0,9.0
S00150501,71,30.0,28.0,2.0,8.0,5.0
S00150502,123,31.0,79.0,0.0,7.0,7.0
S00150503,62,24.0,18.0,1.0,4.0,15.0
S00150504,76,25.0,34.0,3.0,3.0,11.0
S00150505,81,44.0,9.0,0.0,16.0,12.0
S00150506,119,56.0,43.0,2.0,14.0,6.0
S00150507,127,39.0,67.0,2.0,10.0,11.0
S00150508,136,39.0,47.0,0.0,13.0,36.0
S00150509,191,64.0,114.0,4.0,8.0,1.0
S00150510,127,50.0,58.0,0.0,4.0,13.0
S00150511,156,52.0,94.0,1.0,6.0,3.0
S00150512,83,41.0,30.0,4.0,4.0,3.0
S00150513,64,37.0,21.0,4.0,6.0,1.0
S00150514,81,22.0,27.0,0.0,12.0,20.0
S00150515,174,57.0,101.0,2.0,8.0,7.0
S00150516,131,49.0,62.0,3.0,6.0,9.0
S00150517,92,30.0,50.0,2.0,6.0,4.0
S00150518,91,16.0,33.0,7.0,14.0,24.0
S00150519,118,48.0,50.0,4.0,9.0,4.0
S00150520,98,26.0,64.0,1.0,4.0,3.0
S00150521,91,41.0,37.0,1.0,4.0,8.0
S00150522,87,46.0,22.0,5.0,8.0,4.0
S00150523,106,48.0,32.0,8.0,12.0,7.0
S00150524,122,65.0,38.0,3.0,14.0,2.0
S00150525,91,29.0,50.0,0.0,3.0,6.0
S00150526,85,35.0,39.0,1.0,6.0,2.0
S00150527,79,38.0,13.0,0.0,9.0,16.0
S00150528,117,39.0,46.0,4.0,12.0,14.0
S00150529,87,41.0,34.0,2.0,4.0,6.0
S00150530,70,29.0,19.0,2.0,14.0,6.0
S00150531,121,39.0,43.0,3.0,19.0,17.0
S00150532,72,36.0,30.0,1.0,4.0,1.0
S00150533,114,47.0,28.0,3.0,19.0,17.0
S00150534,103,45.0,28.0,4.0,13.0,8.0
S00150535,70,30.0,19.0,3.0,10.0,8.0
S00150536,103,48.0,39.0,1.0,11.0,4.0
S00150537,124,47.0,59.0,3.0,12.0,3.0
S00150538,78,10.0,53.0,0.0,2.0,9.0
S00150539,84,40.0,34.0,3.0,5.0,6.0
S00150540,110,56.0,27.0,4.0,9.0,11.0
S00150541,106,35.0,41.0,6.0,16.0,8.0
S00150542,116,22.0,80.0,2.0,10.0,6.0
S00150543,57,16.0,27.0,0.0,10.0,7.0
S00150544,123,38.0,75.0,1.0,8.0,0.0
S00150545,106,14.0,87.0,0.0,0.0,3.0
S00150546,78,25.0,37.0,3.0,4.0,6.0
S00150547,94,27.0,41.0,6.0,7.0,13.0
S00150548,86,13.0,66.0,0.0,2.0,6.0
S00150549,115,9.0,89.0,2.0,7.0,8.0
S00150550,84,33.0,36.0,2.0,11.0,3.0
S00150551,60,17.0,26.0,1.0,7.0,4.0
S00150552,154,31.0,124.0,0.0,2.0,0.0
S00150553,93,26.0,41.0,4.0,10.0,10.0
S00150554,117,29.0,76.0,2.0,6.0,2.0
S00150555,78,7.0,47.0,2.0,8.0,8.0
S00150556,83,19.0,27.0,1.0,23.0,13.0
S00150557,102,14.0,49.0,0.0,4.0,35.0
S00150558,174,38.0,117.0,4.0,8.0,3.0
S00150559,110,17.0,85.0,0.0,5.0,4.0
S00150560,70,9.0,49.0,0.0,5.0,7.0
S00150561,112,42.0,42.0,5.0,16.0,3.0
S00150562,102,27.0,64.0,2.0,5.0,4.0
S00150563,77,28.0,32.0,4.0,8.0,3.0
S00150564,75,14.0,51.0,1.0,4.0,6.0
S00150565,116,17.0,79.0,0.0,7.0,7.0
S00150566,99,17.0,65.0,1.0,3.0,9.0
S00150567,106,9.0,49.0,4.0,12.0,32.0
S00150568,75,17.0,31.0,6.0,7.0,15.0
S00150569,145,21.0,90.0,1.0,11.0,15.0
S00150570,144,43.0,49.0,3.0,18.0,30.0
S00150571,83,14.0,51.0,2.0,7.0,8.0
S00150572,114,24.0,72.0,2.0,7.0,9.0
S00150573,72,19.0,44.0,3.0,4.0,2.0
S00150574,66,18.0,42.0,0.0,5.0,4.0
S00150575,109,30.0,52.0,2.0,15.0,12.0
S00150576,54,13.0,34.0,1.0,3.0,2.0
S00150577,67,11.0,32.0,1.0,7.0,20.0
S00150578,150,9.0,63.0,7.0,9.0,62.0
S00150579,61,11.0,42.0,1.0,4.0,5.0
S00150580,75,12.0,49.0,0.0,4.0,7.0
S00150581,70,11.0,46.0,3.0,3.0,8.0
S00150582,70,9.0,45.0,0.0,4.0,12.0
S00150583,96,21.0,57.0,3.0,7.0,8.0
S00150584,142,29.0,98.0,4.0,6.0,5.0
S00150585,114,27.0,64.0,0.0,7.0,11.0
S00150586,74,6.0,52.0,3.0,4.0,9.0
S00150587,126,28.0,86.0,3.0,6.0,4.0
S00150588,85,20.0,56.0,2.0,3.0,7.0
S00150589,104,19.0,77.0,0.0,0.0,4.0
S00150590,112,32.0,64.0,3.0,8.0,2.0
S00150591,126,14.0,90.0,5.0,6.0,7.0
S00150592,127,40.0,60.0,3.0,22.0,5.0
S00150593,150,24.0,111.0,2.0,10.0,7.0
S00150594,86,36.0,29.0,5.0,8.0,7.0
S00150595,103,33.0,55.0,0.0,5.0,10.0
S00150596,83,24.0,36.0,3.0,4.0,8.0
S00150597,66,5.0,35.0,0.0,4.0,22.0
S00150598,78,12.0,61.0,2.0,2.0,4.0
S00150599,112,13.0,92.0,2.0,3.0,2.0
S00150600,96,36.0,40.0,2.0,15.0,6.0
S00150601,85,24.0,44.0,0.0,8.0,6.0
S00150602,141,37.0,86.0,0.0,11.0,7.0
S00150603,113,41.0,46.0,3.0,10.0,14.0
S00150604,74,27.0,26.0,0.0,14.0,7.0
S00150605,78,25.0,37.0,1.0,13.0,4.0
S00150606,66,20.0,31.0,1.0,9.0,1.0
S00150607,87,38.0,30.0,7.0,7.0,5.0
S00150608,101,26.0,69.0,0.0,3.0,2.0
S00150609,113,52.0,51.0,1.0,8.0,1.0
S00150610,68,32.0,24.0,5.0,8.0,0.0
S00150611,109,15.0,90.0,0.0,1.0,2.0
S00150612,76,11.0,54.0,2.0,6.0,3.0
S00150613,127,36.0,74.0,3.0,13.0,3.0
S00150614,97,22.0,56.0,4.0,14.0,1.0
S00150615,92,12.0,70.0,1.0,5.0,6.0
S00150616,126,13.0,93.0,0.0,12.0,4.0
S00150617,102,36.0,40.0,3.0,8.0,11.0
S00150618,115,24.0,77.0,2.0,6.0,0.0
S00150619,77,20.0,47.0,2.0,6.0,2.0
S00150620,90,18.0,60.0,2.0,8.0,3.0
S00150621,106,31.0,52.0,3.0,8.0,12.0
S00150622,84,9.0,48.0,3.0,11.0,11.0
S00150623,130,27.0,71.0,4.0,11.0,14.0
S00150624,72,7.0,56.0,2.0,3.0,6.0
S00150625,103,13.0,77.0,0.0,2.0,11.0
S00150626,76,12.0,39.0,0.0,10.0,17.0
S00150627,123,28.0,72.0,3.0,8.0,11.0
S00150628,108,15.0,70.0,1.0,5.0,17.0
S00150629,92,11.0,67.0,0.0,3.0,10.0
S00150630,81,7.0,53.0,1.0,4.0,12.0
S00150631,91,24.0,64.0,2.0,3.0,0.0
S00150632,97,20.0,56.0,2.0,9.0,9.0
S00150633,79,5.0,56.0,2.0,3.0,12.0
S00150634,83,16.0,47.0,4.0,10.0,6.0
S00150635,97,28.0,59.0,2.0,5.0,5.0
S00150636,77,15.0,53.0,1.0,2.0,6.0
S00150637,62,6.0,44.0,2.0,3.0,6.0
S00150638,87,16.0,65.0,1.0,4.0,5.0
S00150639,105,30.0,50.0,4.0,17.0,4.0
S00150640,120,28.0,63.0,2.0,16.0,7.0
S00150641,69,6.0,53.0,1.0,1.0,8.0
S00150642,104,25.0,48.0,3.0,16.0,8.0
S00150643,97,27.0,37.0,7.0,25.0,3.0
S00150644,73,29.0,27.0,3.0,7.0,6.0
S00150645,139,47.0,76.0,3.0,6.0,5.0
S00150646,184,32.0,91.0,2.0,8.0,47.0
S00150647,91,21.0,52.0,2.0,10.0,6.0
S00150648,112,47.0,54.0,0.0,7.0,4.0
S00150649,96,20.0,58.0,5.0,6.0,7.0
S00150650,71,14.0,50.0,2.0,1.0,5.0
S00150651,64,10.0,43.0,0.0,8.0,3.0
S00150652,153,29.0,101.0,3.0,12.0,8.0
S00150653,86,22.0,50.0,2.0,6.0,7.0
S00150654,88,21.0,58.0,2.0,3.0,4.0
S00150655,145,27.0,100.0,3.0,6.0,9.0
S00150656,117,33.0,77.0,4.0,4.0,3.0
S00150657,89,13.0,56.0,1.0,4.0,12.0
S00150658,100,23.0,64.0,1.0,1.0,8.0
S00150659,83,23.0,54.0,3.0,0.0,0.0
S00150660,77,16.0,46.0,0.0,5.0,10.0
S00150661,137,34.0,73.0,5.0,12.0,13.0
S00150662,119,37.0,57.0,5.0,12.0,8.0
S00150663,98,21.0,56.0,4.0,9.0,10.0
S00150664,78,25.0,40.0,1.0,6.0,5.0
S00150665,75,18.0,42.0,0.0,6.0,8.0
S00150666,52,16.0,28.0,2.0,2.0,4.0
S00150667,126,31.0,86.0,0.0,7.0,5.0
S00150668,98,16.0,70.0,4.0,4.0,6.0
S00150669,129,31.0,90.0,0.0,5.0,6.0
S00150670,92,18.0,63.0,2.0,8.0,5.0
S00150671,83,12.0,63.0,0.0,3.0,5.0
S00150672,122,45.0,60.0,1.0,0.0,12.0
S00150673,81,25.0,38.0,4.0,6.0,8.0
S00150674,78,32.0,29.0,6.0,9.0,6.0
S00150675,66,11.0,34.0,3.0,6.0,12.0
S00150676,89,25.0,51.0,3.0,5.0,3.0
S00150677,118,31.0,77.0,0.0,8.0,5.0
S00150678,102,28.0,56.0,0.0,6.0,6.0
S00150679,58,26.0,17.0,5.0,12.0,4.0
S00150680,107,24.0,66.0,2.0,8.0,7.0
S00150681,105,36.0,54.0,0.0,9.0,5.0
S00150682,68,30.0,16.0,7.0,5.0,8.0
S00150683,104,22.0,76.0,1.0,3.0,5.0
S00150684,77,32.0,26.0,1.0,14.0,4.0
S00150685,74,30.0,32.0,3.0,7.0,2.0
S00150686,68,24.0,29.0,1.0,7.0,3.0
S00150687,126,24.0,61.0,5.0,12.0,24.0
S00150688,131,38.0,66.0,1.0,18.0,12.0
S00150689,123,41.0,65.0,2.0,6.0,9.0
S00150690,62,21.0,20.0,5.0,12.0,6.0
S00150691,59,24.0,24.0,4.0,3.0,7.0
S00150692,144,49.0,67.0,6.0,16.0,8.0
S00150693,94,23.0,40.0,7.0,13.0,10.0
S00150694,94,33.0,39.0,2.0,14.0,8.0
S00150695,97,47.0,41.0,3.0,5.0,2.0
S00150696,81,44.0,25.0,3.0,7.0,4.0
S00150697,62,15.0,36.0,2.0,7.0,2.0
S00150698,87,42.0,28.0,2.0,15.0,4.0
S00150699,118,23.0,67.0,4.0,10.0,10.0
S00150700,103,20.0,39.0,2.0,4.0,37.0
S00150701,52,27.0,14.0,2.0,7.0,4.0
S00150702,49,16.0,18.0,2.0,6.0,7.0
S00150703,69,25.0,29.0,1.0,8.0,6.0
S00150704,100,23.0,52.0,6.0,10.0,9.0
S00150705,103,29.0,64.0,1.0,5.0,5.0
S00150706,125,21.0,84.0,2.0,4.0,14.0
S00150707,68,17.0,43.0,4.0,2.0,4.0
S00150708,102,38.0,38.0,5.0,9.0,12.0
S00150709,57,12.0,24.0,2.0,12.0,9.0
S00150710,117,55.0,25.0,7.0,14.0,16.0
S00150711,88,33.0,34.0,0.0,12.0,5.0
S00150712,101,34.0,43.0,2.0,10.0,19.0
S00150713,69,11.0,18.0,0.0,6.0,31.0
S00150714,103,33.0,44.0,3.0,8.0,15.0
S00150715,156,29.0,107.0,3.0,9.0,8.0
S00150716,150,60.0,75.0,4.0,6.0,4.0
S00150717,93,15.0,61.0,4.0,9.0,11.0
S00150718,63,13.0,42.0,2.0,5.0,3.0
S00150719,128,21.0,98.0,0.0,3.0,7.0
S00150720,90,23.0,43.0,4.0,9.0,9.0
S00150721,136,28.0,74.0,2.0,9.0,26.0
